Seleção,Grupo,Camisa1,Nº,Nome,Posição_Copa,FC26_ID,FC26_Nome,FC26_Posição,FC26_PosAlternativas,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Positioning,ShortPassing,LongPassing,Curve,FKAccuracy,Crossing,Vision,Dribbling,BallControl,Agility,Balance,Reactions,Composure,Interceptions,DefensiveAwareness,StandingTackle,SlidingTackle,HeadingAccuracy,Aggression,Jumping,Stamina,Strength,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PlayStyles,PlayStylesPlus,SkillMoves,WeakFoot,PreferredFoot
Australia,D,Mathew Ryan,12,Paul Izzo,GK,204424,Paul Izzo,GK,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,69,66,69,72,"Cross Claimer,Far Reach",,1,3,1
Ecuador,E,Hernán Galíndez,22,Gonzalo Valle,GK,259904,Gonzalo Valle,GK,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,70,65,69,72,"Far Reach,Deflector",,1,2,1
Scotland,C,Angus Gunn,2,Aaron Hickey,DEF,248808,Aaron Hickey,RB,RM,74,71,54,70,73,74,64,70,72,48,63,60,56,47,59,75,68,61,40,74,67,74,74,71,64,73,72,72,75,76,75,67,78,69,60,59,13,14,8,13,,,,2,5,1
Scotland,C,Angus Gunn,3,Andy Robertson,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scotland,C,Angus Gunn,5,Grant Hanley,DEF,198904,Grant Hanley,CB,,71,52,30,47,49,71,78,51,52,30,40,22,32,26,29,60,63,33,35,29,39,43,52,44,51,68,66,71,70,72,72,71,80,78,65,83,9,9,11,12,,"Precision Header,Bruiser",,2,3,1
Scotland,C,Angus Gunn,6,Kieran Tierney,DEF,226491,Kieran Tierney,LB,LM,77,76,60,75,76,75,73,77,76,52,79,66,38,42,72,78,68,73,56,80,74,77,76,75,73,76,75,77,76,77,76,59,84,76,67,71,13,16,8,12,,"Jockey,Long Throw",,3,3,2
Scotland,C,Angus Gunn,13,Jack Hendry,DEF,225316,Jack Hendry,CB,,74,73,56,63,64,71,82,62,82,50,77,61,26,37,58,77,78,42,28,48,58,59,72,58,60,68,71,69,68,72,71,77,82,85,81,83,13,11,13,8,,"Long Ball Pass,Aerial Fortress",,2,2,1
Scotland,C,Angus Gunn,15,John Souttar,DEF,212516,John Souttar,CB,,73,73,48,63,70,72,77,69,76,42,70,47,28,49,33,72,74,61,41,48,59,70,72,63,68,71,74,70,73,73,70,73,70,85,66,84,13,11,15,10,,"Pinged Pass,Long Ball Pass,Block,Aerial Fortress,Bruiser",,2,4,1
Scotland,C,Angus Gunn,16,Dominic Hyam,DEF,221281,Dominic Hyam,CB,,71,51,32,54,58,71,76,50,52,23,54,28,35,31,31,65,64,45,26,41,48,54,62,56,50,69,65,71,72,71,70,72,71,76,74,79,10,11,10,15,,"Long Ball Pass,Aerial Fortress",,2,3,1
Scotland,C,Angus Gunn,22,Nathan Patterson,DEF,257896,Nathan Patterson,RB,RM,71,71,46,63,70,70,69,68,73,41,62,41,41,35,55,66,63,58,54,69,54,70,69,73,75,68,58,69,70,74,72,62,74,71,66,68,7,13,9,7,,Slide Tackle,,2,2,1
Scotland,C,Angus Gunn,24,Anthony Ralston,DEF,234072,Anthony Ralston,RB,RM,71,76,59,69,70,64,78,74,77,58,68,54,55,44,66,73,72,67,41,66,71,68,69,73,76,70,72,63,59,68,67,68,76,81,81,77,11,14,5,7,,,,2,3,1
Scotland,C,Angus Gunn,26,Scott McKenna,DEF,225974,Scott McKenna,CB,,75,60,32,51,56,76,80,56,64,22,59,32,26,36,21,64,67,28,31,41,36,54,60,43,56,58,66,74,75,75,74,86,82,87,72,83,11,7,11,6,,Aerial Fortress,,2,3,2
Scotland,C,Angus Gunn,4,Scott McTominay,MID,237238,Scott McTominay,CM,CAM,85,76,82,77,80,80,85,70,80,84,86,81,76,60,87,84,81,69,60,66,79,84,85,55,48,86,80,81,78,81,75,81,84,86,92,82,9,6,6,10,,"Precision Header,Low Driven Shot,Incisive Pass,Aerial Fortress,Technical,Enforcer",,3,3,1
Scotland,C,Angus Gunn,7,John McGinn,MID,210881,John McGinn,LM,"RM,CAM,LB",81,69,77,78,80,77,83,69,69,76,84,77,75,55,77,81,80,76,61,76,79,81,80,77,85,81,77,79,79,82,75,57,86,74,92,79,9,13,12,10,,"Press Proven,Relentless,Enforcer",,3,2,2
Scotland,C,Angus Gunn,8,Tyler Fletcher,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scotland,C,Angus Gunn,11,Ryan Christie,MID,213884,Ryan Christie,CDM,CM,79,69,70,77,78,74,76,73,66,68,77,70,50,73,74,80,79,75,70,72,77,77,77,78,80,80,79,81,74,76,74,53,82,69,85,69,13,9,12,7,,"Intercept,Relentless",,3,4,2
Scotland,C,Angus Gunn,19,Lewis Ferguson,MID,242280,Lewis Ferguson,CM,"CDM,CAM",78,72,78,74,78,72,75,72,72,78,78,76,76,80,84,79,76,69,67,67,76,78,81,78,73,72,75,74,67,76,68,76,85,81,77,70,6,11,6,14,,Aerial Fortress,,3,4,1
Scotland,C,Angus Gunn,23,Kenny McLean,MID,201368,Kenny McLean,CDM,"LB,CM",72,58,67,68,71,66,73,64,53,66,78,58,56,75,64,73,71,68,70,55,69,70,74,68,61,73,71,68,67,67,62,63,74,70,81,69,8,14,15,14,,"Long Ball Pass,Intercept,Aerial Fortress,Press Proven",,2,4,2
Sweden,F,Jacob Widell Zetterström,21,Alexander Bernhardsson,MID,255459,Alexander Bernhardsson,ST,"RW,CAM,RM",72,81,70,64,74,48,69,87,76,72,76,67,57,56,72,68,62,56,44,61,68,76,74,75,65,70,58,42,45,49,50,62,65,79,75,67,12,9,6,5,,,,3,3,1
Scotland,C,Angus Gunn,10,Che Adams,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uruguay,H,Sergio Rochet,21,Federico Viñas,FWD,253385,Federico Viñas,ST,,72,73,72,56,70,25,76,71,74,71,77,69,72,73,73,65,56,55,54,41,58,68,72,67,77,72,72,20,14,22,26,71,68,85,71,81,6,8,6,12,,Precision Header,,3,3,2
Scotland,C,Angus Gunn,17,Ben Gannon-Doak,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Czechia,A,Matej Kovar,11,Jan Kuchta,FWD,257536,Jan Kuchta,ST,"RW,LW",73,77,71,64,71,34,80,77,77,71,72,68,72,66,78,68,61,62,60,58,68,70,71,74,74,72,69,30,26,34,27,75,84,88,76,79,10,6,13,9,,Bruiser,,3,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,23,Haris Tabakovic,FWD,212002,Haris Tabaković,ST,,73,60,73,52,65,29,80,50,69,78,75,60,69,72,79,64,41,39,42,38,58,64,65,60,55,79,70,20,32,18,17,79,65,84,78,87,11,16,6,9,,"Precision Header,Acrobatic,Aerial Fortress,Press Proven,Enforcer",,2,3,1
Scotland,C,Angus Gunn,25,Findlay Curtis,FWD,76784,Findlay Curtis,LW,"RW,LM",63,63,53,61,66,34,44,61,65,58,53,47,43,41,59,66,61,52,37,64,58,69,64,58,63,64,62,32,43,28,31,34,39,41,44,47,11,7,8,8,,,,3,3,1
Australia,D,Mathew Ryan,1,Mathew Ryan,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,I,Ørjan Håskjold Nyland,13,Egil Selvik,GK,247611,Egil Selvik,GK,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,69,66,69,70,"Footwork,Deflector",,1,2,2
Senegal,I,Yehvann Diouf,23,Mory Diaw,GK,220820,Mory Diaw,GK,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,71,70,72,"Far Throw,Footwork",,1,2,1
Australia,D,Mathew Ryan,2,Milos Degenek,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,D,Mathew Ryan,3,Alessandro Circati,DEF,268913,Alessandro Circati,CB,,71,59,35,53,49,72,77,54,63,24,52,41,45,36,25,63,65,41,39,42,45,42,58,37,55,71,55,72,71,72,71,71,72,78,74,80,11,12,7,5,,Aerial Fortress,,2,3,1
Australia,D,Mathew Ryan,4,Jacob Italiano,DEF,241552,Jacob Italiano,LB,"LM,RM",63,76,56,59,69,58,56,79,73,53,68,56,50,50,51,60,56,63,53,58,62,69,67,79,77,56,57,59,57,62,60,41,61,55,63,51,7,7,9,10,,,,3,5,2
Australia,D,Mathew Ryan,5,Jordan Bos,DEF,260521,Jordan Bos,LB,LM,69,87,58,60,68,61,79,83,90,55,66,62,48,48,59,62,57,65,50,58,63,67,64,78,84,66,64,63,60,62,61,58,68,84,84,81,5,5,6,5,,Rapid,,3,3,2
Australia,D,Mathew Ryan,6,Jason Geria,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,D,Mathew Ryan,15,Kai Trewin,DEF,252700,Kai Trewin,CB,"CM,CDM",69,66,43,58,59,69,79,64,68,39,52,45,37,44,46,67,64,53,41,43,57,55,58,67,67,70,67,69,70,72,68,58,64,74,90,80,14,15,8,12,,"Precision Header,Long Ball Pass,Jockey,Block,Intercept,Slide Tackle,Aerial Fortress",,2,4,1
Australia,D,Mathew Ryan,16,Aziz Behich,DEF,202157,Aziz Behich,LB,LM,67,74,60,65,69,61,71,77,71,58,67,59,57,49,59,67,64,69,54,65,64,68,66,80,80,65,63,63,60,63,62,53,80,70,72,67,14,11,11,14,,"Low Driven Shot,Long Throw",,3,4,2
Australia,D,Mathew Ryan,19,Harry Souttar,DEF,229901,Harry Souttar,CB,,73,46,28,51,54,73,75,40,51,25,33,26,23,40,26,68,66,26,31,24,49,52,62,36,30,66,64,73,74,73,71,75,70,77,52,89,12,12,12,15,,Precision Header,,2,3,1
Australia,D,Mathew Ryan,21,Cameron Burgess,DEF,216744,Cameron Burgess,CB,,73,48,37,57,54,73,78,43,52,38,45,26,23,43,55,69,67,37,30,40,55,45,67,45,55,68,69,71,74,74,72,73,72,77,65,86,9,13,14,15,,"Aerial Fortress,Bruiser",,2,3,2
Australia,D,Mathew Ryan,25,Lucas Herrington,DEF,75145,Lucas Herrington,CB,,59,65,32,42,45,57,66,63,67,30,41,27,30,32,32,53,47,29,28,28,39,38,50,50,58,58,50,56,57,58,57,58,65,66,63,67,5,8,14,14,,,,2,3,1
Australia,D,Mathew Ryan,7,Mathew Leckie,MID,195033,Mathew Leckie,CM,"LM,CAM,CDM",70,79,68,67,74,63,76,76,81,68,71,65,68,64,71,70,66,69,59,62,70,73,74,76,78,70,71,63,59,66,63,69,74,83,75,76,8,10,8,6,,"Incisive Pass,Aerial Fortress,Technical,First Touch",,3,4,1
Australia,D,Mathew Ryan,8,Connor Metcalfe,MID,240648,Connor Metcalfe,CM,"CDM,RW,CAM",69,72,60,66,70,62,75,75,69,61,63,58,49,50,65,71,68,54,50,61,68,69,70,73,76,71,69,67,61,62,58,55,72,75,78,75,6,14,12,12,,,,3,4,2
Australia,D,Mathew Ryan,10,Ajdin Hrustic,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,D,Mathew Ryan,13,Aiden O'Neill,MID,230888,Aiden O'Neill,CDM,CM,70,76,61,65,68,66,77,74,78,59,67,65,58,53,59,71,69,60,53,54,65,66,67,78,80,68,69,66,64,69,67,58,75,77,79,77,10,15,7,12,,Rapid,,3,3,1
Australia,D,Mathew Ryan,14,Cameron Devlin,MID,246006,Cameron Devlin,CDM,CM,71,68,53,63,69,69,72,73,64,52,52,54,48,46,67,72,64,50,53,56,59,65,68,78,89,69,73,70,69,73,66,57,80,69,90,61,14,7,6,12,,"Jockey,Intercept,Slide Tackle,Press Proven,Relentless",,2,3,1
Australia,D,Mathew Ryan,20,Cristian Volpato,MID,265761,Cristian Volpato,RW,RM,69,72,67,66,71,37,60,69,74,66,74,68,54,57,67,68,66,65,56,62,71,75,75,55,60,67,64,36,34,36,42,49,47,61,66,63,11,8,8,13,,Incisive Pass,,3,3,2
Australia,D,Mathew Ryan,22,Jackson Irvine,MID,211378,Jackson Irvine,CM,CDM,75,67,68,71,70,72,80,64,69,67,73,68,58,55,73,75,72,63,58,64,76,69,74,64,59,75,72,79,65,71,74,82,76,85,91,76,7,13,11,9,,"Pinged Pass,Aerial Fortress,Relentless",,3,3,1
Australia,D,Mathew Ryan,24,Paul Okon-Engstler,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brazil,C,Alisson,13,Danilo,DEF,239881,Danilo,ST,,73,74,73,60,73,24,70,79,70,77,69,69,67,67,79,71,48,67,61,43,66,72,74,77,80,69,69,22,20,16,13,73,53,75,83,70,10,9,9,8,,Technical,,3,4,1
Australia,D,Mathew Ryan,11,Awer Mabil,FWD,212830,Awer Mabil,RM,"LM,LW,RW",67,85,62,60,68,34,61,86,84,59,68,60,63,70,66,59,54,70,60,64,62,67,66,82,70,57,60,35,34,33,20,50,59,69,67,57,16,12,18,13,,Rapid,,3,3,1
Australia,D,Mathew Ryan,17,Nestory Irankunda,FWD,266245,Nestory Irankunda,RM,"ST,LM,RW",67,88,70,62,70,43,74,90,86,67,88,70,56,59,59,59,59,65,70,63,64,68,64,92,93,65,63,42,33,47,49,58,78,85,59,78,8,10,12,7,,"Power Shot,Rapid,Quick Step",,3,3,1
Australia,D,Mathew Ryan,23,Nishan Velupillay,FWD,262039,Nishan Velupillay,LM,"RM,LW",65,94,56,55,70,35,57,93,94,62,60,45,41,44,55,61,48,45,34,58,53,70,69,93,67,47,51,35,32,38,31,39,38,69,45,70,8,10,5,11,,"Low Driven Shot,Quick Step",,3,3,1
Scotland,C,Angus Gunn,20,Lawrence Shankland,FWD,216218,Lawrence Shankland,ST,CAM,73,63,75,66,72,28,80,65,62,75,78,71,69,79,75,73,69,65,49,48,72,71,72,73,77,71,76,19,26,23,20,72,72,83,82,82,13,15,14,10,,"Precision Header,Low Driven Shot,Gamechanger,Long Ball Pass,Enforcer",,2,4,1
Paraguay,D,Roberto Junior Fernández,1,Roberto Junior Fernández,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Panama,L,Luis Mejía,22,Orlando Mosquera,GK,263976,Orlando Mosquera,GK,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,68,69,65,71,Footwork,,1,3,1
Paraguay,D,Roberto Junior Fernández,22,Gastón Oliveira,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,2,Gustavo Velázquez,DEF,246696,Gustavo Velázquez,CB,"RB,RM",73,74,31,47,55,72,78,75,74,27,50,21,23,40,31,62,50,30,30,38,35,47,57,64,65,68,74,73,73,69,71,78,75,90,72,81,9,8,14,7,,"Block,Aerial Fortress",,2,2,1
Paraguay,D,Roberto Junior Fernández,3,Omar Alderete,DEF,240359,Omar Alderete,CB,,78,60,61,62,69,79,78,56,63,55,74,67,48,45,62,70,66,56,53,58,51,70,69,68,58,75,68,78,80,79,75,79,79,82,71,81,7,13,14,13,,"Precision Header,Long Ball Pass,Aerial Fortress",,2,3,2
Paraguay,D,Roberto Junior Fernández,4,Juan José Cáceres,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,5,Fabián Balbuena,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,6,Junior Alonso,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,13,José Canale,DEF,253238,José Canale,CB,,69,63,32,49,49,69,73,68,59,34,43,21,21,38,27,63,57,32,31,32,42,39,56,49,66,62,59,65,67,73,65,75,70,84,61,80,11,11,11,12,,Slide Tackle,,2,2,2
Paraguay,D,Roberto Junior Fernández,15,Gustavo Gómez,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,26,Alexandro Maidana,DEF,77972,Alexandro Maidana,LB,LM,58,73,45,54,56,51,55,74,73,46,48,39,32,48,52,57,54,44,43,57,49,60,53,65,42,45,40,50,53,53,55,41,45,52,64,54,12,7,15,7,,,,2,2,2
Paraguay,D,Roberto Junior Fernández,8,Diego Gómez,MID,269278,Diego Gómez,CM,CDM,73,69,67,71,75,72,75,70,68,65,70,70,53,63,71,76,73,70,54,63,72,76,76,72,63,73,74,72,73,73,68,65,79,76,70,75,6,6,8,6,,,,2,3,1
Paraguay,D,Roberto Junior Fernández,11,Maurício,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,14,Andrés Cubas,MID,222429,Andrés Cubas,CDM,"CM,CB",74,69,47,66,71,73,56,70,68,40,56,57,33,51,50,74,70,55,44,59,66,64,72,89,93,74,74,73,74,77,73,53,81,49,86,31,9,12,11,13,,Slide Tackle,,3,2,1
Paraguay,D,Roberto Junior Fernández,16,Damián Bobadilla,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,17,Alejandro Kaku Romero,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,20,Braian Ojeda,MID,248870,Braian Ojeda,CDM,CM,70,67,54,64,72,66,73,72,63,47,69,57,45,41,60,71,69,43,39,55,68,73,71,76,79,65,61,65,66,69,67,59,81,71,77,67,7,6,9,9,,,,4,3,1
Paraguay,D,Roberto Junior Fernández,23,Matías Galarza,MID,278020,Matías Galarza,CM,"LM,CAM",73,63,73,70,76,65,58,59,67,74,75,75,64,54,77,73,70,60,59,70,71,80,77,51,78,72,76,67,57,71,68,66,78,59,61,48,14,10,8,10,,Precision Header,,2,4,2
Paraguay,D,Roberto Junior Fernández,7,Ramón Sosa,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USA,D,Matt Turner,19,Haji Wright,FWD,238743,Haji Wright,ST,"LM,LW",73,82,72,60,71,33,76,78,85,74,75,65,65,78,75,63,44,60,52,64,63,73,71,68,64,70,74,34,38,20,18,70,62,78,73,83,5,15,12,8,,"Chip Shot,Rapid,Enforcer",,2,4,1
Paraguay,D,Roberto Junior Fernández,10,Miguel Almirón,FWD,230977,Miguel Almirón,RW,"RM,CAM",76,87,72,70,79,57,64,88,86,70,75,71,74,70,72,70,69,79,63,71,71,80,78,86,69,75,75,57,61,59,49,42,64,61,87,52,6,9,13,13,,"Finesse Shot,Rapid,Quick Step,Relentless",,4,1,2
Paraguay,D,Roberto Junior Fernández,18,Álex Arce,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,19,Julio Enciso,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Czechia,A,Matej Kovar,13,Mojmir Chytil,FWD,274906,Mojmír Chytil,ST,,74,73,72,55,68,29,81,71,75,74,74,68,69,66,77,62,42,57,60,43,64,66,73,58,75,73,68,24,23,24,23,78,72,91,74,88,9,8,10,10,,,,2,3,1
Paraguay,D,Roberto Junior Fernández,24,Gustavo Caballero,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay,D,Roberto Junior Fernández,25,Isidro Pitta,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkey,D,Mert Gunok,1,Mert Gunok,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
